Sex,51MD,51BL,52MD,52BL,53MD,53BL,54MD,54BL,55MD,55BL,61MD,61BL,62MD,62BL,63MD,63BL,64MD,64BL,65MD,65BL,71MD,71BL,72MD,72BL,73MD,73BL,74MD,74BL,75MD,75BL,81MD,81BL,82MD,82BL,83MD,83BL,84MD,84BL,85MD,85BL,
1,6.4,5.16,5.36,3.97,6.48,5.44,6.58,8.68,9.01,9.63,6.32,5.13,5.24,4.75,6.51,5.94,6.91,8.8,8.26,9.62,3.78,4,4.55,4.57,5.32,4.71,7.05,7.33,9.68,8.36,3.77,3.71,5.3,4.62,6.13,4.76,7.17,6.81,9.94,8.99,
1,6.79,6.29,5.86,5.35,6.6,6.63,7.24,8.88,9.42,10.54,6.81,6.48,5.5,4.84,6.52,5.86,7.05,8.73,9.01,9.66,4.24,4.56,4.17,4.68,5.85,5.41,8.17,8.26,10.78,9.23,4.39,4.51,4.46,4.27,5.42,5.26,8.13,7.34,9.59,9.44,
1,6.62,5.16,5.07,3.83,6.41,5.1,6.42,7.57,9.23,8.92,6.47,5.33,5.05,4.36,6.77,6.25,6.26,7.77,8.42,8.83,4.05,3.28,3.65,3.55,5.58,4.82,7.37,6.75,10.4,8.65,4.15,3.39,4.1,3.9,5.65,5.21,7.59,6.76,10.3,8.93,
1,6.68,5.51,5.35,5.6,6.6,5.54,7.02,7.68,9.39,9.71,5.6,6.54,5.37,5.15,6.21,5.25,7.06,8.41,10.3,8.63,4.25,4.56,3.84,4.92,5.88,6.02,8.21,7.32,10.06,8.96,4.01,4.55,4.45,4.18,5.68,5.59,8.51,7.59,9.9,9.17,
1,5.99,5.11,5.17,5.18,6.59,6.59,7.99,8.79,8.8,10.26,5.86,5.26,6.36,5.06,6.52,6.89,6.41,8.95,8.3,9.69,4.56,3.91,4.87,4.16,5.17,3.35,7.93,6.94,9.84,9.35,4.24,3.93,4.64,4.55,5.05,5.6,7.84,7.18,9.14,8.92,
1,6.63,4.79,5.67,4.09,5.94,5.52,6.95,8.07,9.85,9.49,6.64,4.56,5.26,3.78,6.21,5.03,7.32,8.68,8.84,9.89,3.92,3.31,4.79,3.82,5.78,6.12,8.04,7.34,10.4,8.74,4.48,3.88,4.99,4,5.12,5.59,7.62,7.02,10.1,8.42,
1,6.3,4.45,5.77,5.04,6.53,5.84,7,8.28,10.09,9.27,6.1,4.92,5.49,4.19,7.01,5.28,7.05,8.71,8.64,9.72,4.35,3.59,4.29,3.37,5.6,4.97,7.74,6.84,10.4,9.17,4.21,4.12,4.67,4.11,5.21,5.15,8.31,7.48,10.64,9.02,
1,7.33,5.63,5.74,6.03,6.98,6.86,8.69,9.63,10.2,10.77,7.12,5.95,5.98,5.42,6.55,6.69,8.26,9.95,10.5,10.75,4.26,4.31,4.76,4.9,6,5.84,8.91,8.26,11.6,10.33,4.22,4.57,4.59,4.66,5.9,5.88,9.23,8.37,11.6,10.35,
1,6.64,4.44,5.16,4.85,6.12,5.16,6.15,7.7,9.23,9.7,6.74,4.72,4.95,4.13,6.11,4.82,6.2,7.83,7.11,9.66,3.72,3.18,4.26,3.54,4.92,4.47,7.34,6.65,9.67,8.14,4.36,3.17,4.16,2.8,4.93,4.76,7.47,6.44,9.43,8.87,
1,6.05,5.3,5.7,5.18,6.92,6.19,8.33,8.61,10.06,10.35,6.82,5.41,5.3,5.26,6.8,5.92,8.35,8.9,9.82,10.42,4.96,4.21,4.76,4.41,5.26,5.38,8.76,8.27,10.48,9.66,4.65,4.34,5.07,5.7,5.94,5.8,8.7,7.67,10.23,9.27,
1,6.27,5.53,5.58,5.2,7.27,6.17,7.21,8.14,9.65,9.72,6.76,5.66,5.8,5.68,6.72,7.53,7.09,9,9.24,10.1,3.8,4.99,3.93,4.5,5.14,5.12,7.14,6.69,9.58,7.82,3.37,4.39,4.23,5.17,5.46,5.27,7.14,6.89,9.32,8.28,
1,6.31,5.7,5.77,5.24,7.06,6.43,7.83,8.43,9.38,8.53,6.6,5.25,5.31,5.89,5.84,6.41,6.73,8.86,8.26,8.64,3.76,4.26,4.71,4.89,5.81,5.6,8.44,7.88,10.58,10.2,3.38,4.18,4.31,4.66,5.36,5.73,7.98,9.38,10.56,10.6,
1,7.45,5.32,6.2,5,7.59,5.95,7.58,9.43,9.39,10.72,7.63,5.48,5.94,4.47,7.17,5.89,8.42,9.26,10.6,11.13,4.79,4.74,5.36,4.87,6.11,5.53,7.21,8.25,10.21,9.36,4.82,4.67,5.15,5.53,6.22,6.23,7.06,7.18,10,8.67,
1,6.11,5.2,4.94,5,6.24,5.86,6.58,8.61,8.61,9.88,5.9,4.9,5.31,4.7,6.17,6.16,6.44,7.8,8.3,9.78,3.38,3.6,4.34,3.87,5.41,5.4,6.63,6.56,8.21,8.4,3.46,3.77,4.31,4.37,5.81,5.66,6.4,7.21,9.24,8.36,
1,6.44,4.96,4.92,5.06,6.28,6.21,6.79,8.69,9.35,9.57,6.57,5.3,4.84,5.26,6.36,6.05,6.97,8.43,8.68,8.57,3.56,4.85,4.39,3.62,6,5.57,8,6.7,9.6,8.4,3.85,4.61,5.66,5.25,5.36,6.41,8.21,7.24,9.95,8.76,
1,6.34,5.92,5.58,5.4,6.63,5.53,6.55,8.45,9.96,9.64,6.74,5.61,5.38,5.26,6.29,5.86,6.62,5.82,8.72,9.21,4.16,4.98,4.33,4.56,5.61,5.59,8.39,7.3,10.1,9.5,3.78,5,4.6,5.36,5.33,6.33,8.2,6.87,10.2,9.74,
1,6.41,5.33,5.55,4.61,6.68,6.2,6.1,7.81,8.8,9.65,6.8,5.25,5.46,5.1,6.1,5.88,6.18,8.01,8.7,10.48,4.71,5,5.22,4.74,6.2,5.24,7.56,8.38,10.2,9,4.78,4.67,4.83,5.44,6.08,6.05,7.75,7.44,10.2,8.16,
1,5.37,4.52,5.58,4,6.07,5.35,6.69,6.86,8.9,9.6,5.68,4.63,5.33,4.16,5.63,5.38,7.05,8,8.81,9.23,3.84,3.68,4.62,4.68,6.02,5.59,7.45,6.96,10.21,8.79,3.86,3.53,5.12,4.71,6.28,6,7.65,7.5,10.39,8.76,
1,6.38,5.5,5.24,4.4,6.39,6.05,7.46,8.33,10.68,10.1,6.14,4.12,5.23,4.66,6.64,5.9,7.07,8.89,9.09,10.2,3.7,3.5,5.34,4.17,5.32,5.05,7.66,7.36,9.99,8.99,4.53,3.92,4.46,4.62,4.87,5.06,7.6,7.81,10.29,9.26,
1,7.1,6.22,5.8,5.48,7.06,5.88,7.56,7.62,9.64,9.81,7.34,6.23,5.94,5.57,6.25,5.46,7.46,8.31,9.18,9.68,4.52,4.89,4.43,5.56,5.72,6.2,7.5,6.9,9.53,8.42,4.55,5.4,5.65,5.31,6.05,5.6,7.78,6.88,9.14,9.23,
1,7,5.61,6.14,5.63,8.02,6.3,6.95,8.83,9.07,10.2,7.01,5.98,5.88,6.04,7.86,6.7,7.29,9.22,7.97,10.2,4.39,4.59,5.23,5.01,6.2,6.78,8.92,8.39,10.03,10.4,4.83,5.38,5.17,5.51,6.47,6.35,8.49,8.33,8.46,9.04,
1,6.78,5.3,5.23,5.05,6.5,5.83,7.21,8.77,10.42,9.78,6.81,5.15,5.12,4.17,6.31,5.36,7.32,8.16,8.62,9.53,4.25,5.15,4.86,4.96,5.91,6.6,7.58,7.68,9.43,8.22,4.29,5.16,4.42,5.5,5.92,6.42,7.38,7.51,10.05,9.02,
1,6.71,5.38,4.93,4.71,6.26,6.55,7.59,8.58,9.5,9.39,6.51,5.41,4.89,4.58,6.51,6.39,7.51,8.46,9.32,9.92,3.39,3,3.69,3.17,5.4,4,6.51,6.66,9.79,9.84,3.49,3.37,3.93,3.89,5.03,4.86,7.08,6,10,7.92,
1,6.59,6.66,5.21,5.14,6.46,6.61,6.29,8.85,9.72,10,6.73,6.73,5.13,5.41,6.34,6.51,6.32,9.21,8.31,9.83,3.38,5.93,4.55,5.66,6.2,6,7.99,6.12,8.7,7.63,3.6,5.87,4.34,5.84,5.66,7.09,7.51,7.81,9.85,8.29,
1,6.44,5.14,5.43,4.86,7.03,6.82,7.11,8.66,9.61,9.64,6.46,5.12,5.42,4.82,7.33,6.54,7.22,8.84,9.91,10.54,3.59,3.41,4.38,3.48,5.46,4.75,7.98,8,9.4,8.65,3.64,3.34,4.03,3.3,5.38,4.62,7.81,7.21,9.51,8.71,
1,6.23,5.33,5.29,5.35,6.73,6.4,6.96,7.59,9.35,8.67,6.27,4.91,5.31,4.92,6.88,6.02,7.36,8.48,8.47,9.06,3.98,4.82,5.15,5.29,6.9,5.4,8.21,6.67,8.93,8.86,4.06,4.43,5,5.41,5.46,6.12,8.06,7.46,9.07,8.98,
1,6.26,4.58,4.64,4.27,6.79,5.25,6.29,8.38,9.84,9.76,5.76,5.1,4.77,5.01,5.86,6.3,6.6,7.39,8.45,9.07,3.63,3.62,3.85,3.74,5.77,5.38,7.48,7.16,9.97,8.99,3.07,4,4.15,3.77,5.27,5.58,7.14,6.66,9.1,8.93,
1,6.22,4.14,5.59,3.7,6.1,5.07,6.96,7.96,8.99,9.42,6.08,4.28,5.6,3.53,5.99,5.57,6.81,8.08,9.05,9.25,4.38,3.9,5.18,4.21,5.99,5.51,7.42,7.32,9.68,8.63,4.61,3.67,4.52,4.89,6.17,5.91,8.04,7.2,9.52,8.73,
1,7.32,4.86,5.35,4.84,7.69,6.29,7.32,8.65,8.22,10.7,7.64,5.12,6.16,4.35,7,6.16,8.32,9.8,9.39,11.13,3.73,3.44,4.58,3.98,5.37,5.34,7.86,6.97,9.79,7.64,3.78,5.17,4.22,4.77,5.57,5.51,7.72,6.9,9.1,8.99,
1,6.1,5.62,4.62,4.94,6.06,6.14,6.68,9.45,9.64,10.44,5.91,5.39,4.93,4.72,6.23,6.82,6.7,8.64,9.97,10.12,3.5,5.68,4.9,5.81,6.65,6.73,7.01,7.38,9.39,9.05,4.58,5.75,4.35,5.13,5.33,6.35,7.36,6.96,9.4,9.29,
1,5.95,5.62,5.8,5.44,6.51,6.32,6.84,7.52,8.99,9.26,7.33,5.82,4.61,4.58,6.4,5.38,6.42,8.4,8.48,9.38,3.82,4.61,5.18,4.45,3.46,5.37,8.03,6.68,9.93,8.45,4.57,4.53,6.83,4.16,6.09,6.06,7.41,6.21,9.69,9.18,
1,5.99,4.7,5,4.81,6.84,5.77,6.21,7.49,8.18,9.11,6.11,4.25,5.01,4.66,6.4,5.53,6.22,8.05,9.03,9.31,4.69,4.71,5.79,4.85,6.34,4.76,7.4,8.29,9.97,9.01,5.27,4.4,5.03,5.51,6.02,5.69,7.74,7.09,10.35,8.5,
1,6.66,5.27,5.33,4.84,6.99,6.49,7.68,8.8,11.81,10.15,6.3,5.38,5.78,5.06,6.81,6.29,7.08,9.02,9.58,9.4,4.21,5.42,4.78,6.13,5.68,6.97,8.08,7.69,10.4,9.96,3.74,5.31,6.13,5.56,6.14,6.41,8.58,7.74,10.29,9.86,
1,6.39,4.52,4.71,4.5,6.64,5.28,6.57,7.54,9.41,9.41,6.14,4.78,4.98,4.67,6.48,6.42,6.16,8.43,8.47,9.34,3.96,3.19,4.48,3.67,4.71,3.87,6.12,6.47,9.35,7.84,3.74,3.49,4.37,4.01,5.2,4.8,7.01,6.94,9.48,8.1,
1,6.69,5.25,4.75,4.66,5.88,5.65,6.81,8.14,9.16,9.21,6.47,5.46,5.68,4.74,6.5,5.73,7.01,9,8.62,9.5,4.58,3.45,5.25,3.03,5.41,5.84,6.91,7.8,9.58,8.66,4.64,3.85,5.3,3.92,6.29,5.74,7.23,6.83,9.68,9.24,
1,6.46,4.8,5.38,5.12,6.86,6.13,7.81,8.73,10.93,9.44,6.66,4.62,5.46,4.18,6.49,5.54,7.52,9.05,10.38,9.45,4.19,3.76,4.2,3.95,4.85,4.91,7.1,5.77,9.9,8.45,3.92,3.85,3.94,3.93,4.7,4.63,6.95,6.63,9.88,9.03,
1,6.9,4.38,5.94,4.55,7.16,6.55,7.46,8.29,8.85,9.79,6.82,4.93,5.97,5.08,8.05,6,7.5,8.84,8.76,10.55,4.49,4.36,4.52,4.26,6.05,5.88,7.43,7.77,9.46,9.14,4.72,4.83,4.51,4.58,6.12,6.04,7.54,7.85,11.23,9.54,
1,6.39,5.07,4.71,4.76,6.93,6.66,6.85,8.16,9.82,9.4,6.22,4.59,4.7,4.46,6.52,6,6.27,7.85,8.83,9.37,3.99,3.5,4.58,3.73,5.69,5.31,6.81,6.94,9.6,8.94,4.47,3.55,4.49,4.09,5.3,5.14,7.09,6.89,9.79,8.77,
1,7.38,5.1,4.99,4.36,7.04,6.21,7.39,7.61,9.94,9.06,6.5,5.17,5.5,5.13,7.05,6.14,7.17,8.38,9.18,9.79,3.81,3.3,4.76,3.18,5.43,5.37,7.58,7.67,9.64,8.51,4.2,3.51,4.27,3.86,5.53,5.64,7.81,6.6,9.01,8.72,
1,7.08,5.54,5.09,4.53,6.66,6.6,6.91,7.61,8.53,9.16,6.67,5.31,4.99,4.89,6.53,6.2,6.75,8.79,8.58,9.83,4.26,3.97,4.18,4.28,6.27,6.24,7.24,7.19,10.6,9.32,4.2,4.47,4.59,5.37,6.33,5.85,7.39,6.88,10.15,9.64,
1,6.11,5.37,4.95,4.4,6.54,5.88,6.76,8.4,8.52,9.57,5.54,5.05,5.23,4.39,6.23,6.06,6.81,8.81,8.5,9.53,3.56,3.43,3.84,4.5,5.21,5.16,7.54,7.21,10.3,9.32,3.66,3.41,3.99,3.72,5.12,4.84,7.29,6.69,10.4,9.24,
1,6.43,5.32,5.19,4.39,6.53,5.76,6.89,7.44,9.59,8.3,6.2,4.36,5.59,4.24,6.74,4.96,7.11,7.39,8.48,10.16,4.42,3.72,4.6,3.89,6.59,4.79,6.31,6.98,9.93,8.01,3.96,3.31,4.48,3.85,6.22,5.44,7.13,7.43,10.69,8.41,
1,5.69,4.64,4.99,4.76,6.13,5.7,6.59,7.41,9.3,9.39,6,4.59,5.01,4.74,5.7,5.86,6.46,7.75,8.74,9.45,3.55,3.7,3.93,3.64,4.96,5.61,7.53,7.08,9.08,9.21,3.7,3.74,4.18,3.71,5.15,5.04,7.82,6.47,9.04,9.39,
1,6.41,4.91,5.58,4.43,6.47,5.74,6.95,7.84,8.92,10.22,6.39,4.77,5.53,4.08,6.44,5.36,6.91,7.81,8.71,9.35,4.06,3.94,4.52,4.2,4.89,4.61,7.32,7.44,9.74,8.55,4.22,4.12,4.4,4.28,5.19,4.95,6.93,7.65,9.91,8.85,
1,5.96,5.78,5.43,5.62,5.83,6.95,6.5,8.45,9.45,9.34,5.98,5.79,5.88,4.91,6.15,5.92,6.91,8.61,8.29,9.37,3.96,3.28,4.21,3.56,5.63,4.96,6.96,7.41,9.58,8.28,3.88,3.48,4.67,4.35,6,4.9,7.38,7.23,9.49,8.93,
1,6.97,5.43,5.05,4.72,6.48,5.79,6.96,9.77,9.58,10.43,6.19,5.41,4.99,4.4,6.73,5.98,7.01,8.25,9.01,10.53,4.08,4.11,4.52,4.18,5.99,5.77,8.55,7.44,10.72,9.66,4.28,4.27,4.73,4.48,5.91,5.37,8.05,7.33,10.78,10.55,
1,6.16,6.29,5.3,5.35,5.96,6.47,6.76,9.22,8.87,9.86,5.95,6.47,4.95,5.2,5.29,5.89,6.35,8.13,9.13,9.38,3.31,3.61,3.84,4.12,5.06,5.33,7.62,6.83,10.76,8.95,3.37,3.5,4.49,4.44,5.42,5.05,6.47,7.12,9.55,8.12,
1,6.31,5.13,6.4,5.21,6.41,5.56,7.55,8.15,10.4,8.82,6.86,5.26,5.73,4.91,5.84,5.25,7.09,7.92,9.06,9.82,4.15,6.07,4.54,5.42,6.13,5.96,7.84,8.35,9.94,9.27,3.98,5.24,5.93,5.54,6.03,5.98,7.5,7.53,10.4,9.78,
1,6.78,5.6,5.21,4.5,6.69,5.47,7.17,8.18,8.39,9.28,7.01,5.39,5.51,4.73,6.53,5.3,7.21,8.46,8.61,9.62,3.72,3.79,4.15,3.35,5.63,5.11,7.05,6.55,9.76,8.86,3.48,3.68,3.84,4.37,5.51,5.4,6.55,6.7,9.81,9.42,
1,6.57,5.79,5.97,4.68,6.8,6.25,7.05,8.1,9.68,9.53,6.76,5.91,5.64,4.36,6.95,6.64,7.36,9.24,9.73,9.65,4.52,4.52,4.85,4.83,5.95,6.17,7.99,7.56,10.27,8.16,4.63,4.58,4.81,3.62,5.59,5.09,8.24,7.68,10.95,9.28,
1,7.03,5.37,5.69,4.23,7.38,5.7,7.5,8.77,10.42,10.46,6.7,5.16,5.71,3.61,6.91,5.71,7.61,9.19,9.76,10.39,3.21,3.93,4.56,4.73,5.89,5.4,8.59,7.91,9.82,10.08,4.51,4.71,3.94,3.96,5.67,4.99,8.62,7.21,10.09,9.65,
1,6.16,5.02,5.71,4.79,6.21,5.78,7.41,7.54,10.16,9.47,6.75,5.18,5.82,4.62,6.09,6.19,7.78,8.52,9.37,9.81,4.15,3.91,4.9,4.21,6.03,5.59,8.24,6.97,11.6,8.82,4.25,3.99,5.31,3.98,5.71,5.32,8.05,7.19,10.88,9.39,
1,6.74,6.12,5.48,4.8,6.89,5.83,7.44,7.9,9.11,9.83,6.5,6.17,5.83,4.97,6.6,5.72,7.46,7.93,8.78,9.47,3.48,3.21,4.39,3.52,5.44,5.18,7.15,6.69,9.59,8.24,3.56,3.57,4.51,3.85,5.14,4.97,6.91,7.63,9.96,8.57,
1,6.4,5.29,4.72,3.88,6.49,5.51,6.67,8.06,10.16,9.39,6.09,5.02,4.81,4.61,6.56,6.21,6.26,8.97,8.12,9.62,4.48,4.09,4.5,4.05,6.12,4.67,7.02,8.25,10.13,9.09,4.64,4.14,4.7,4.52,6.23,5.65,7.75,7.27,10.53,8.66,
1,6.45,4.62,5.08,4.79,6.36,5.79,6.75,8.23,9.08,9.88,6.66,5,4.89,4.81,6.44,5.74,7.07,8.43,8.66,9.96,3.71,3.81,4.2,3.58,6.22,5.23,8.61,7.73,11.63,9.18,4.01,3.83,4.23,4.11,6.08,6.05,8.45,7.22,10.82,9.63,
1,6.61,4.86,5.44,4.02,6.12,4.82,6.82,8.26,8.85,9.16,6.24,5.11,4.99,4.87,6.41,6.17,7.22,8.62,9.04,9.2,4.31,4.09,4.9,4.3,6.57,5.76,7.1,7.56,10.2,9.19,4.23,3.71,4.44,4.43,6.16,5.72,7.38,7.6,11.49,9.27,
1,6.26,4.37,4.94,4.76,5.88,4.98,7.63,8.13,8.58,9.79,6.71,5.18,5.26,4.08,5.43,5.11,7.33,8.09,9.24,9.46,3.75,3.69,4.23,3.48,6.23,5.01,8.41,7.88,11.65,9.19,4.16,3.62,4.27,4.28,6.14,5.81,8.49,7.97,10.51,9.55,
1,6.23,5.07,5.47,5.1,6.58,6.06,7.03,8.56,9.11,9.93,5.81,5.39,5.39,4.4,6.3,5.65,7.34,8.19,9.51,9.67,3.66,3.99,4.24,4.1,5.58,5.28,7.96,7.47,10.6,9.09,3.84,4.14,4.41,4.29,5.62,5.59,7.87,7.19,10.55,9.01,
1,6.41,5.21,5.53,4.79,6.35,5.89,6.53,8.73,9.73,10.02,6.58,5.05,5.4,4.69,6.38,6.3,6.63,8.66,9.13,10.09,4.25,4.12,4.45,4.68,5.82,5.93,7.48,7.76,10.15,9.08,4.42,4.11,4.69,4.43,5.85,6.12,7.35,8.61,9.94,9.7,
1,6.82,5.27,5.02,4.28,6.44,5.88,7.45,8.66,9.76,9.91,6.7,5.19,5.25,4.83,5.97,5.84,7.39,8.91,9.27,9.59,3.79,4.84,4.54,6.2,5.91,6.22,7.37,7.33,9.67,8.98,4.47,5.36,4.49,4.81,6,5.65,7.75,6.96,9.75,8.96,
1,6.59,4.64,5.11,4.51,6.29,5.42,7.08,8.32,9,9.37,6.31,4.51,5.46,4.54,6.27,5.24,7.08,8.57,8.11,9.12,3.64,3.61,4.52,3.94,5.81,5.18,7.85,6.38,9.66,8.35,3.91,3.93,4.37,4.34,5.54,4.45,7.67,6.64,9.91,8.57,
1,6.65,5.47,5.7,4.65,7.27,6.11,7.97,9.2,10.63,9.94,7.01,5.34,5.77,4.81,7.06,6.28,7.58,9.21,9.14,9.46,4.54,4.63,4.59,4.76,6.11,5.9,9.21,7.7,10.18,9.27,4.3,5.05,4.57,4.84,5.66,5.36,8.77,8.57,9.79,9.58,
1,6.71,5.58,5.65,5.31,6.78,5.91,6.98,8.43,8.58,9.46,6.31,5.46,6.03,4.37,6.56,5.85,7.57,8.97,8.79,10.33,4.06,4.8,4.48,4.53,5.51,5.02,8.16,6.72,9.85,8.56,4.58,4.44,6,4.56,6.44,5.46,7.4,6.75,9.76,9.04,
1,5.4,4.48,5.01,4.49,6.62,6.53,6.59,7.96,9.28,9.22,5.47,4.53,4.99,4.41,6.38,5.24,6.54,8.27,8.56,9.49,4.33,4.16,4.57,3.97,6.7,5.02,6.92,7.01,10.03,8.22,3.73,3.97,4.56,3.66,5.92,5.9,7.12,6.9,10.83,8.31,
1,6.17,4.89,4.81,4.92,6.25,6.23,7.11,8.64,8.17,9.61,6.06,5.4,5.39,4.17,6.18,6.07,7.38,8.43,8.72,10.06,3.59,3.55,4.33,4.43,5.73,5.51,8.16,8.42,10.03,9.41,3.83,3.83,4.98,3.99,5.63,5.95,8.29,7.52,8.87,9.68,
1,6.11,5.27,5.55,4.55,6.04,6.93,6.47,8.23,9.98,9.82,6,5.59,6.03,4.79,6.18,5.87,6.89,8.69,8.69,9.44,4.01,3.62,4.26,4.53,5.49,5.22,6.96,7.14,9.6,8.71,3.7,3.43,4.67,4.47,6.06,5.48,7.44,7.07,9.37,9.08,
1,6.16,5.15,5.2,4.47,5.27,5.48,6.28,8.42,7.99,9.98,6.1,5.11,5.2,4.84,5.87,5.76,6.17,8.21,8.52,9.44,4.72,4.19,5.47,4.81,6.02,5.95,8.26,7.76,10,9.08,4.48,3.88,5.19,4.97,5.45,6.16,8.4,7.4,9.44,9.13,
1,6.33,4.98,5.12,4.42,6.12,6.02,7.14,7.57,10.15,8.45,6.14,4.6,4.89,5.43,6.47,6.33,7.05,7.24,10.2,8.86,3.24,3.28,4.56,3.29,5.49,5.12,7.58,6.11,9.42,8.05,3.91,3.25,4.49,3.51,5.09,5.24,7.7,6.38,9.55,8.34,
1,6.73,5.08,5.57,5.06,7.2,6.15,7.23,7.75,9.19,8.95,6.72,5.12,5.81,4.9,7.24,6.49,6.7,8.52,9.13,9.71,3.97,3.84,4.53,4.34,5.5,5.48,7.65,7.33,9.91,8.75,3.82,3.6,4.61,4.22,5.59,5.86,7.52,7.46,9.83,9.37,
1,6.23,5.13,5.33,4.26,6.18,6.14,7.81,8.95,10.4,10.1,5.93,4.88,5.09,4.24,5.88,6.14,7.58,9.42,10.4,9.99,3.76,3.75,4.11,4.18,5.63,5.19,8.15,7.43,10.6,9.05,3.07,3.5,3.98,4.11,5.53,5.69,7.91,6.77,10.3,10.1,
1,6.37,5.35,5.11,4.16,6.45,6.2,7.45,8.6,9.89,10.2,6.29,4.57,5.17,4.25,6.47,5.75,7.15,8.7,9.17,10.3,3.62,3.47,4.01,3.99,4.77,5.79,6.82,6.68,9.3,9.02,3.65,3.64,3.78,3.72,5.25,4.87,6.92,5.35,9.58,8.92,
1,6.46,5.85,5.77,5.39,7.09,7.08,7.19,9.76,9.4,10.04,6.34,6.11,5.78,5.51,7.11,7.39,7.54,10.14,9.81,10.31,3.77,3.34,4.21,3.55,4.95,4.99,7.77,6.28,9.71,8.25,3.58,3.53,4.32,3.68,5.07,5.01,7.71,6.34,9.71,8.37,
1,6.73,5.66,5.17,4.69,6.62,6.42,6.84,8.04,8.51,9.35,6.62,5.39,5.15,4.44,6.36,6.79,6.81,8.43,8.4,8.96,3.91,4.28,4.88,4.57,5.89,5.97,8.13,7.14,9.95,9.23,3.73,3.99,4.9,5.08,5.88,5.79,7.89,8.64,9.77,9.65,
1,6.4,4.93,5.11,8.08,6.82,6.9,7.11,8.91,8.51,9.45,5.83,5.24,5.38,5.05,6.73,6.65,7.04,8.77,8.11,9.29,3.77,4.81,4.55,5.91,5.81,5.66,8.16,7.01,10.53,9.39,4.14,4.59,4.93,4.39,5.73,5.66,7.85,7.06,9.96,9.4,
1,6.14,4.68,5.51,4.35,6.7,5.71,7.04,8.73,8.62,8.59,6.28,5.37,4.71,4.52,6.58,5.64,7.05,8.01,8.21,8.67,3.88,4.13,4.34,4.09,5.63,5.12,7.13,6.81,9.18,8.16,3.99,4.12,4.64,4.31,5.75,4.76,6.73,7.02,9.76,9.26,
1,5.72,4.69,5.19,4.63,6.66,5.99,6.3,7.62,8.56,9.13,6.81,5.45,5.5,4.45,6.35,5.44,5.59,7.67,8.21,9.32,3.78,3.53,4.71,4.26,5.71,5.66,8.06,7.52,9.28,9.49,3.81,3.87,4.86,4.32,5.27,5.66,8.18,7.5,9.71,9.35,
1,5.95,5.09,5.47,4.79,6.82,6.13,7.86,8.72,10.61,9.68,5.7,5.24,5.5,4.77,6.48,5.99,7.34,9.52,9.86,10.1,4.52,3.92,4.87,4.69,5.75,5.4,8.24,7.59,10.26,9.17,4.36,4.07,4.63,4.04,5.14,5.25,7.93,7.67,11.29,9.52,
1,6.2,6.12,5.41,4.02,5.76,5.28,6.87,8.28,9.37,9.86,6.17,5.32,4.74,4.73,5.85,5.3,6.43,7.7,9.71,9.91,3.64,3.72,3.57,4.12,5,4.93,7.06,6.66,9.63,8.51,3.18,3.73,4.08,3.74,4.93,5.17,7.04,7.28,10.4,9.97,
1,6.31,5.32,5.13,4.56,6.53,5.95,7.91,9.41,9.94,9.97,6.22,5.03,5,3.94,6.09,6.03,7.65,9.79,11,9.12,3.84,3.55,4.16,4.73,5.85,5.45,7.77,7.76,10.5,9.15,3.15,3.6,4.09,3.94,5.62,4.95,8.07,8.05,10.08,9.45,
1,6.46,4.41,5.45,4.14,7.23,4.81,8.14,7.67,10.36,9.78,6.63,4.58,5.23,3.76,6.91,6.05,7.09,7.94,9.06,10.19,3.67,3.11,4.66,3.36,5.64,5.17,8.03,7.23,10.21,9.06,4.38,3.3,4.22,3.94,5.18,4.59,8.56,7.2,10.61,8.74,
1,6.67,6.28,5.4,5.17,6.68,5.37,7.17,8.27,9.39,8.81,6.38,5.38,5.46,5.05,6.64,5.65,7.14,8.91,9.03,8.99,3.93,3.51,4.64,3.81,5.67,4.93,7.01,6.81,9.77,8.36,4.64,3.66,4.83,3.94,5.38,5.21,7.08,7.27,10.2,8.8,
1,6.39,4.64,5.42,4.31,6.17,5.92,7.94,8.01,9.97,9.66,5.35,4.63,5.32,4.35,6.24,5.87,7.89,7.98,9.28,9.58,4.07,3.74,4.56,4.69,5.23,5.57,7.72,7.27,10.42,9.34,3.73,3.87,4.89,4.48,5.87,5.49,7.67,7.41,10.63,9.35,
1,9.06,9.34,7.19,8.45,6.15,6.27,5.58,5.15,6.98,5.85,6.7,5.35,5.08,5.41,6.45,5.77,7.28,8.72,8.53,9.4,3.58,3.34,4.27,3.63,5.33,4.29,7.94,7.26,9.87,9.1,3.56,3.4,4.33,3.52,5.15,4.26,7.19,6.9,10.1,9.01,
1,6.25,5.05,5.76,4.68,5.48,5.66,7.43,8.58,9.57,9.63,6.37,5.38,5.89,4.54,6.13,5.79,7.52,8.82,10.12,9.72,4.3,4.2,4.83,4.76,5.53,4.52,7.55,7.58,11.04,8.93,4.09,4.18,4.82,4.1,5.73,4.56,7.67,7.18,10.89,9.21,
1,5.95,6.95,4.74,6.4,5.58,6.09,6.91,6.64,9.03,8.13,6.15,6.62,4.81,5.23,5.04,5.57,6.86,8.66,8.48,9.44,4.65,3.88,4.1,3.68,4.43,4.86,7.48,6.62,9.66,7.78,4.13,3.39,4.98,3.54,4.5,4.4,7.44,6.16,9.72,7.96,
