Sex,51MD,51BL,52MD,52BL,53MD,53BL,54MD,54BL,55MD,55BL,61MD,61BL,62MD,62BL,63MD,63BL,64MD,64BL,65MD,65BL,71MD,71BL,72MD,72BL,73MD,73BL,74MD,74BL,75MD,75BL,81MD,81BL,82MD,82BL,83MD,83BL,84MD,84BL,85MD,85BL,
0,5.93,6.12,4.84,5.68,5.78,5.65,6.83,8.83,8.96,9.41,5.76,6.28,5.1,5.32,5.77,5.71,6.52,8.78,8.8,10.06,3.56,3.83,3.96,4.11,5.33,4.74,7.17,6.59,9.99,9.05,3.19,3.72,3.96,3.88,5.43,4.79,7.25,7.13,9.85,9.21,
0,6.86,5.69,5.46,5.74,6.35,6.25,7.31,8.84,10.4,10.87,6.74,5.61,5.33,5.49,6.21,6.23,6.78,9.39,9.78,10.23,4.25,4.75,5.95,4.89,5.79,6.13,7.47,7.89,9.89,9.58,4.37,4.86,5.19,4.77,5.65,5.95,8.08,8.25,10.5,9.79,
0,6.07,5.53,4.85,4.29,6.58,6.11,6.69,8.59,9.35,9.64,6.17,5.36,4.81,3.94,6.45,6.18,6.08,9.43,8.13,9.92,3.61,3.96,4.57,4.11,5.73,5.27,7.59,7.14,9.52,9.21,3.84,3.37,4.65,4.54,5.21,5.07,6.97,7.21,9.98,9.28,
0,6.28,5.81,6.11,5.11,6.7,6.39,7.41,9.43,9.89,10.14,6.25,5.45,5.91,4.78,6.89,6.49,7.71,9.48,9.48,10.46,3.73,3.36,4.52,4.02,5.41,4.95,7.69,6.41,10.1,8.84,3.79,3.37,4.32,3.86,5.42,5.19,7.56,6.94,10,9.22,
0,6.19,5.49,5.58,4.95,6.24,6.01,7.14,8.23,10.29,9.48,6.23,4.94,5.38,4.19,6.92,5.11,7.17,8.94,7.82,9.53,3.86,3.89,4.57,4.41,5.53,6.12,7.69,7.57,10.79,9.31,3.89,4.15,4.58,4.07,5.82,5.31,7.85,7.43,10.69,9.71,
0,6.06,4.56,5.18,5.13,6.33,5.79,7.02,8.12,8.72,8.82,6.26,4.29,5.31,4.18,6.51,5.41,6.96,7.52,8.51,9.37,4.05,3.79,4.27,3.86,4.76,3.85,8.21,6.52,9.08,8.64,4.12,3.58,3.95,4.18,5.72,4.36,8.31,7.89,9.19,8.17,
0,6.56,5.09,5.58,4.61,6.29,5.25,7,8.19,9.22,9.34,6.55,4.72,5.32,4.34,6.87,5.32,7.04,7.82,8,9.57,4.03,4.45,4.98,4.53,4.98,5.13,8.12,7.08,9.63,9.07,4.32,4.18,4.67,4.52,5.11,5.31,7.37,7.89,9.68,9.23,
0,5.47,4.65,4.95,5.14,6.61,5.99,6.42,8.41,9.17,9.29,6.19,4.59,4.79,4.61,6.12,5.11,6.61,7.86,8.58,9.18,3.37,3.23,4.11,3.72,5.33,4.78,6.89,6.24,9.18,9.68,3.29,3.51,4.23,3.96,5.41,5.17,7.08,7.63,9.16,8.26,
0,6.37,4.85,4.99,4.84,7.08,5.81,7.94,9.71,9.44,9.38,5.88,5.05,5.32,3.88,6.99,5.48,7.17,9.27,9.11,9.54,3.93,3.97,4.54,4.4,5.72,5.73,7.65,7.94,10.8,9.66,3.91,4.8,4.51,4.25,5.65,5.45,7.71,6.96,10.7,9.55,
0,7.04,5.49,5.51,5.08,6.62,5.94,6.99,9.27,9.42,9.96,6.72,4.84,5.21,4.69,6.54,5.52,7.28,9.55,9.57,10.4,3.98,3.77,4.66,4.27,5.56,4.56,7.51,7.09,9.78,8.94,3.72,3.79,4.37,4.24,5.72,5.09,7.72,7.71,10,9.54,
0,6.39,5.24,5.07,5,6.25,6.17,7.01,8.23,10.1,9.16,6.36,5.47,5.43,4.94,6.24,6.27,6.97,7.68,8.59,9.65,3.31,3.43,3.92,4.5,4.75,5.74,7.63,7.89,9.68,9.05,3.34,4.19,4.19,4.46,5.42,5.63,7.84,7.28,10.1,9.32,
0,5.61,4.86,5.01,4.64,6.47,5.48,6.53,8.68,9.9,9.85,5.87,4.71,4.95,4.65,6.33,5.26,6.35,8.1,8.11,9.78,4.21,3.64,4.16,3.89,5.62,5.35,7.84,7.45,9.49,8.81,3.86,3.82,4.15,3.91,5.41,5.17,7.52,7.66,9.72,8.81,
0,7.12,5.67,5.58,4.92,6.71,6.19,7.35,8.61,9.85,10.3,6.85,5.41,6.03,4.79,7.07,6.61,7.71,9.99,9.51,10.08,3.53,3.32,4.46,3.82,5.48,5.05,7.87,6.96,10.5,8.73,3.94,3.31,4.39,3.91,5.43,4.92,7.53,6.64,9.85,8.87,
0,6.11,5.09,4.98,4.59,6.59,5.61,6.63,8.51,9.74,9.29,6.05,5.29,4.73,3.75,5.97,5.74,6.45,8.55,8.21,9.67,3.94,3.85,4.17,4.45,5.49,5.62,7.94,7.13,9.61,8.64,4.14,4.25,4.61,5.18,5.59,5.15,7.23,6.96,9.43,8.43,
0,6.79,5.44,5.44,4.62,6.39,5.81,6.93,8.42,8.86,9.39,6.72,5.41,5.65,4.93,6.13,5.91,7.08,8.64,8.52,9.53,3.76,4.17,4.31,4.56,6.13,5.87,7.56,7.12,9.51,9.24,3.86,3.87,4.57,4.52,5.85,5.62,7.61,7.46,8.86,8.49,
0,7.14,5.24,5.59,4.64,7.21,6.16,7.53,9.33,10.29,10.03,7.26,5.93,5.84,4.8,6.99,6.36,7.58,9.67,10.17,10.5,4.48,3.47,5.13,3.98,6.2,6.19,8.65,7.64,11.13,9.66,4.35,3.8,5.47,4.36,6.05,6.11,9.37,8.39,11.21,9.42,
0,6.05,5.49,5.19,5.46,6.83,6.02,7.1,8.51,9.23,9.11,6.08,5.44,5.15,5.37,6.57,6.32,6.82,8.35,7.96,9.81,3.81,3.35,4.33,4.29,5.42,5.14,7.32,7.07,9.58,9.18,3.79,3.3,4.55,4.12,5.74,5.13,7.36,6.5,9.31,8.49,
0,6.98,5.52,5.58,5.13,6.96,6.73,7.31,8.54,8.29,9.32,6.13,5.89,5.31,5.91,7.03,6.63,7.2,8.76,8.41,9.42,4.32,5,4.72,4.61,5.71,5.71,8.1,7.41,10.04,8.91,4.41,4.81,4.66,5.24,5.57,5.63,7.82,7.36,10.21,8.55,
0,6.35,5.06,5.37,5.19,6.35,6.45,7.5,9.7,8.96,8.63,6.15,5.23,5.36,4.97,6.48,6.31,7.49,8.99,9.3,9.61,4.36,4.11,5.14,4.61,5.92,5.44,7.75,7.81,11.1,9.61,4.38,4.07,4.37,4.72,5.66,5.78,8.07,7.85,10.6,9.83,
0,6.57,5.26,4.87,4.96,6.32,6.23,7.87,8.18,9.85,9.41,6.83,5.15,5.05,4.67,6.27,6.11,7.6,8.57,9.2,9.47,3.89,3.75,4.5,3.97,5.36,5.5,7.42,7.3,9.8,9.5,3.61,3.9,4.51,4.2,5.4,5.05,8,7.04,8.33,8.79,
0,6.82,6.04,5.11,5.51,7,6.43,7.31,9.46,8.22,9.71,6.57,5.66,5.43,4.94,6.99,6.51,7.19,9.57,8.55,9.97,4.11,4.84,5.14,5.06,5.33,5.79,7.76,7.48,10.13,9.09,4.31,4.69,4.52,4.49,5.26,5.51,7.59,7.13,10.17,8.67,
0,6.4,5.61,5,4.74,5.75,6.16,7.43,8.46,9.4,10.05,6.1,5.59,5.1,5.46,6.08,6.4,6.9,8.84,9.25,10.28,3.82,3.46,4.34,3.66,5.16,5.83,7.21,6.94,9.92,8.04,3.8,3.95,4.23,3.85,5.71,5.5,7.32,6.62,9.88,8.26,
0,6.38,4.83,5.3,4.9,6.61,6.42,7.1,8.05,8.73,9.45,6.39,4.82,5.62,4.71,6.31,5.9,7.09,8.43,8.6,9.96,4.42,3.86,4.12,3.89,5.9,6.36,8.15,7.26,9.96,9.8,4.39,3.92,4.3,4.49,5.54,6.84,5.18,7.72,10.56,10.03,
0,6.97,4.75,5.3,4.47,6.4,5.97,7.17,8.56,9.56,9.18,6.91,4.97,5.36,4.44,6.49,6.3,6.68,9.29,8.88,9.72,3.98,3.99,4.81,4.24,5.59,5.18,7.64,7.51,9.59,8.93,3.72,3.7,4.72,4.22,5.51,5.76,7.63,7.29,9.77,9.52,
0,6.55,5.11,5.54,5.12,5.83,6.1,6.88,8.31,8.42,9.8,6.52,4.93,5.7,4.83,6.44,6.46,6.95,8.14,8.41,9.98,4.19,4.29,5.12,4.77,6.16,6.34,8.48,7.59,10.88,8.91,4.5,4.57,4.81,4.11,5.78,5.99,8.45,7.66,8.37,9.82,
0,5.64,4.33,5.01,4.26,6.46,5.43,6.57,7.83,8.78,9.09,5.95,4.76,5.26,4.7,6.17,6.48,6.2,8.52,8.79,10.21,3.23,3.63,5.07,4.86,6.08,6.5,8.06,7.44,8.23,8.34,3.51,3.85,4.83,3.91,5.5,5.25,7.3,7.12,8.95,8.25,
0,6.4,4.98,4.75,4.47,6.72,5.48,6.64,7.14,10.12,9.2,6.03,4.84,4.59,4.65,6.38,6.23,6.11,7.57,8.45,9.01,4.6,4.38,5.44,4.74,5.58,5.46,5.51,6.97,9.64,8.84,3.93,4.25,5.15,4.51,5.64,5.81,8.04,7.44,10.09,8.59,
0,6.49,4.64,5.26,4.47,5.8,5.72,7.44,7.72,9.34,9.25,6.77,4.81,5.74,4.74,6.36,5.12,7.49,8.23,8.9,8.63,4.08,4.48,6.78,4.85,5.26,5.32,7.63,7.12,10.05,8.75,3.56,4.15,5.05,4.71,5.78,5.71,8,6.92,10.24,8.65,
0,7.55,5.17,6.37,4.91,7.69,6.04,7.7,8.75,8.61,9.92,7.41,5.4,6.25,5.6,6.64,5.93,7.99,10.08,9.77,11,4.53,3.34,4.77,3.53,6.12,5.44,7.87,6.99,9.98,8.44,4.38,3.1,5.02,3.87,5.72,5.36,7.68,6.68,10.42,8.89,
0,7.02,5.99,5.77,4.68,6.69,5.99,6.22,7.89,9.19,9.94,7.01,5.92,5.63,4.92,6.66,6.34,6.94,8.43,8.89,10,4.17,3.69,4.84,4.22,5.3,5.75,7.49,7.1,9.6,8.69,5.5,3.88,5.85,3.97,5.09,5.47,7.69,6.95,9.5,8.38,
0,6.06,4.66,4.55,4.26,6.08,6.14,6.62,7.7,9.48,8.8,6.1,4.9,4.53,4.55,6.08,5.83,6.55,8.61,8.57,8.99,4.21,3.6,4.7,4.11,5.34,4.94,7.4,7.2,10.46,9.47,3.42,3.84,4.13,4.28,5.56,5.75,7.42,6.03,9.83,7.83,
0,6.25,5.31,6.12,5.53,4.88,6.64,5.99,8.43,7.55,9.58,5.11,4.98,5.26,5.29,6.05,5.97,8.26,7.6,9.86,9.04,3.93,4.07,4.61,4.41,5.34,5.56,7.73,7.66,9.5,9.2,3.92,3.96,4.74,4.51,5.62,5.95,7.55,7.52,9.05,9.35,
0,7.09,4.61,5.63,4.33,6.33,7.08,7.12,8.23,9.21,9.5,6.66,4.89,5.24,4.34,6.67,6.08,7,9.26,8.53,9.76,3.98,3,4.53,4.27,4.06,4.63,6.93,7.19,9.47,8.19,4.21,3.37,4.56,3.91,5.21,4.84,7.08,7.07,9.6,8.45,
0,5.35,4.3,5.05,4.44,6.55,6.26,6.61,8.1,9.71,9.3,5.55,4.76,5.24,4.53,6.21,6.22,6.33,8.12,9.05,9.43,4,3.81,4.09,4.39,5.21,5.48,7.79,6.37,7.5,8.64,4.09,3.69,4.61,4.17,5.51,7.11,8.02,6.3,10.09,8.94,
0,6.55,5.82,5.08,5.34,6.77,5.97,6.55,7.72,9.44,9.17,6.25,5.59,5.25,5.28,5.28,6.76,6.14,7.15,7.66,9.15,5.98,4.49,4.06,4.62,4.85,6.11,6.24,6.73,8.59,10.32,9.11,4.5,4.68,4.37,4.46,6.06,6.9,7.34,10.31,8.9,
0,7.35,5.19,5.07,4.6,6.78,5.21,7.24,8.59,8.59,9.71,6.29,4.5,5.54,5.7,5.56,6.06,6.89,9.41,9.3,9.36,3.67,4.02,4.97,3.99,5.4,5.32,7.64,6.92,10.5,9.09,3.42,4.01,4.14,4.61,5.27,5.18,7.2,7.06,9.92,8.43,
0,6.58,6.13,4.99,5.32,5.69,5.91,6.9,8.31,9.46,9.68,6.32,5.66,4.92,5.09,5.75,6.44,7.18,8.67,9.25,10.01,3.75,3.72,3.72,4.91,5.61,5.56,8.56,7.14,9.99,8.18,3.77,3.42,4.52,4.23,5.81,5.3,8.35,6.68,9.75,8.73,
0,6.34,5.36,5.09,5.59,6.76,6.26,6.84,8.1,9.94,9.25,6.02,5.53,5.47,4.78,6.58,5.89,6.86,8.02,8.66,9.37,4.06,3.87,4.56,4.65,6.03,5.31,7.09,7.04,10.37,8.86,4.37,3.76,4.99,4.94,6.17,5.33,7.68,7.02,10.17,9.21,
0,6.32,6.72,5.41,4.88,6.29,6.12,7.51,7.94,9.4,9.63,6.09,5.71,5.21,5.01,5.45,5.66,7.26,8.72,8.75,9.28,3.86,3.86,4.51,4.12,5.67,4.51,7.38,7.13,8.86,8.14,3.91,4.41,4.34,4.22,5.26,5.43,7.32,7.55,9.45,8.86,
0,5.63,5.56,5.19,4.76,6.91,6.18,7.54,8.99,9.58,10.17,6.36,5.4,5.31,4.46,6.36,5.92,6.92,8.23,8.9,9.63,3.75,3.6,4.15,3.97,5.78,4.65,7.35,6.5,9.69,7.9,3.82,3.73,4.67,4.41,5.41,5.89,7.49,7.64,8.93,8.68,
0,6.08,6.35,5.09,5.35,5.72,5.76,6.91,8.39,9.48,9.41,6.71,6.43,5.13,5.4,6.15,5.64,6.25,9.43,8.81,9.98,3.65,4.07,3.69,4.08,5.18,5.28,7.64,6.75,9.58,8.41,3.62,3.92,4.51,5.06,5.23,5.55,7.45,6.81,9.84,8.32,
0,6.32,5.15,5.57,4.74,6.84,5.94,6.41,8.19,8.83,9.41,6.68,4.82,5.47,4.61,6.26,5.88,6.49,8.46,8.24,9.3,3.74,3.39,4.04,3.58,5.15,5.72,7.46,7.95,9.31,8.86,3.49,3.38,4.22,3.86,5.34,5.43,7.86,7.18,9.89,9.81,
0,6.7,5.73,6.94,4.52,5.07,6.02,5.95,8.82,7.05,10.27,6.61,5.34,5.2,4.35,5.72,5.59,6.9,8.47,9.19,10.03,3.71,3.88,3.94,3.9,5.17,4.89,7.43,7.28,9.48,8.16,3.48,4.1,4.59,4.71,5.08,5.62,7.57,6.98,9.67,8.33,
0,6.88,5,5.15,4.74,6.43,5.53,6.54,7.89,8.41,9.01,6.92,4.82,5.67,4.87,6.85,5.82,6.84,8.22,7.93,9.59,4.28,4.06,4.68,4.46,5.63,5.68,8.19,7.13,10.97,9.65,3.82,4.16,4.53,4.75,5.82,9.52,8.53,7.43,10.72,9.56,
0,5.34,5.84,5.64,5.47,7.05,6.71,6.71,8.57,8.17,9.76,5.21,5.67,5.65,5.14,6.78,6.31,6.2,8.55,7.76,9.31,3.69,3.65,4.57,3.72,5.17,5.33,7.77,7.22,10,8.85,3.66,3.63,4.23,4.06,5.51,5.72,7.85,6.73,9.57,8.96,
0,6.1,6.52,4.95,4.31,6.33,5.9,6.26,8.83,8.94,8.65,6.02,4.79,5.21,4.22,6.14,5.88,6.38,8.92,8.38,9.88,3.52,3.75,4.31,4.37,5.63,5.39,7.32,7.28,9.69,8.81,3.62,4.31,3.92,4.88,4.98,5.78,7.06,6.89,9.79,8.91,
0,6.35,5.3,5.39,4.18,6.69,5.46,6.44,7.68,8.8,9.34,6.32,4.38,5.48,4.59,5.85,6.13,6.42,8.48,8.31,9.12,4.74,3.59,3.45,4.13,5.83,6,8.2,7.07,10.01,9.8,4.28,3.8,4.62,4.49,5.68,5.98,8.33,7.2,10.21,9.37,
0,5.86,5.4,5.31,4.52,5.64,6.2,7.3,9.04,9.87,10.16,6.06,5.54,4.78,4.5,6.15,6.82,7.2,9.23,9.38,10.31,3.92,4.03,4.09,4.88,5.5,5.95,8.65,8.08,10.41,9.12,3.71,3.8,4.63,3.92,5.24,5.32,7.85,7.12,10.38,9.44,
0,5.7,4.56,5.5,3.57,6.34,4.91,6.49,8,8.83,9.02,5.68,4.57,5.34,3.85,6.48,5.45,6.83,8.26,8.96,9.05,4.02,3.11,4.48,3.91,5.84,4.78,8.07,7,9.62,8.54,3.59,3.76,4.51,3.52,5.76,4.87,7.85,6.92,9.49,8.79,
0,6.03,5,5.49,4.57,6.09,6.07,7.38,8.66,9.12,9.8,5.59,5.27,5.46,4.85,5.94,5.47,7.15,9.39,8.86,9.65,4,2.68,3.8,2.92,5.23,4.43,6.81,5.93,9.29,7.58,3.83,3.3,4.7,2.92,4.92,3.45,7.65,5.84,9.75,8.55,
0,6.27,5.14,5.12,4.86,5.52,6.03,7.02,8.23,8.62,9.44,5.55,4.12,5.53,3.96,5.73,5.34,7.15,8.33,8.43,9.96,3.62,4.44,3.84,4.49,5.43,5.58,6.92,6.74,9.68,8.88,3.62,3.51,3.78,4.2,5.35,5.31,6.8,5.97,9.18,8.81,
0,5.82,6.02,5.28,6.09,6.3,6.3,6.83,7.69,8.27,8.55,5.57,6.16,5.4,6.03,6.36,6.01,6.5,8.06,8.27,9.16,3.61,4.11,4.43,4.45,5.57,5,7.42,7.23,9.4,8.65,3.68,4.35,4.59,4.38,5.69,4.83,7.36,7.03,9.01,8.88,
0,6.93,4.77,4.97,5.05,5.95,5.99,6.99,9.05,9.74,10.32,6.73,4.52,4.54,4.29,5.62,5.76,6.85,8.78,9.71,9.79,3.3,3.45,4.73,4.1,5.63,5.12,8.52,6.81,9.69,8.38,3.7,3.36,4.5,4.19,5.18,5.38,8.05,6.56,9.55,8.81,
0,6.48,5.28,5.73,5.07,6.57,5.42,7.16,7.87,8.96,9.96,6.89,5.56,5.77,5.64,6.23,5.52,7.09,7.97,9.22,9.96,4.1,3.66,4.93,4.43,5.72,4.95,7.26,7.02,9.72,8.76,4.17,3.74,4.85,3.95,5.32,4.97,7.56,7.04,9.4,8.45,
0,6.4,4.13,5.39,3.96,5.76,4.74,7.63,8.46,9.85,9.31,6.83,4.79,5.42,4.38,6.11,5.26,7.37,8.22,8.31,8.81,4.48,4.03,5.3,3.87,5.1,4.78,8.34,6.92,9.79,8.7,4.1,3.98,4.63,3.68,4.94,5.37,7.76,7.29,9.48,9.15,
0,6.26,5.23,4.94,5.41,6.6,5.75,6.52,8.22,9.27,9.13,5.58,5.68,5.27,4.7,6.61,6.25,7.04,7.74,8.6,9.3,4.31,3.59,3.8,3.67,5.72,6.45,8.07,6.97,10.32,9.87,4.32,3.61,4.44,4.14,5.3,5.69,8.29,7.09,10.51,9.2,
0,5.31,4.5,5.08,4.24,6.76,5.47,6.55,7.85,8.76,9.12,6.33,4.62,5.16,4.25,5.68,5.18,6.22,7.05,8.7,9.21,3.56,3.72,4.34,3.74,5.24,5.09,6.73,6.75,9.83,8.31,3.52,4.22,4.21,3.81,5.31,5.48,6.18,6.88,9.4,8.33,
0,6.31,4.65,5.42,4.4,6.01,5.44,6.86,7.89,8.67,9.09,6.24,5.2,5.26,5.31,6.18,6.04,6.62,8.11,8.51,9.06,4.07,3.91,3.99,4.13,5.21,5.46,7.58,6.78,9.59,8.14,4.06,3.67,4.58,3.77,5.25,5.25,7.63,6.7,10.6,8.23,
0,6.57,4.45,5.34,4.48,6.1,5.03,7.24,7.9,9.54,9.02,6.84,4.42,5.41,4.7,6.2,5.26,7.49,7.94,8.54,8.9,4.12,4.29,4.88,4.34,6.09,5.32,8.44,6.95,10.61,8.86,3.85,3.99,4.82,4.19,5.82,6.12,8.49,6.99,10.9,9.47,
0,6.15,5.05,4.94,3.8,6.29,5.65,7.08,7.52,10.32,9.05,6.56,4.59,5.76,3.82,6.4,5.55,7.36,8.59,10.09,9.86,4.12,3.38,4.71,3.9,5.49,4.58,7.25,6.62,9.32,8.02,3.72,3.96,4.51,3.99,5.4,5.13,7.21,7.39,9.26,9.07,
0,6.64,5.54,5.9,5.38,6.44,6.08,7.2,7.69,9.7,9.61,7.18,5.69,5.8,5.44,6.33,6.02,7.71,8.1,9.28,9.59,3.85,2.97,3.67,3.5,5.41,5.07,7.25,7.04,9.81,9.25,3.53,3.19,4.49,3.32,5.58,5.15,8.01,7.09,10,9.65,
0,6.44,4.79,4.93,5.41,6.58,6.27,7.03,8.52,9.23,9.21,6.33,5.08,5.06,4.57,6.29,6.43,6.91,8.58,8.68,9.38,4.49,3.75,4.15,4.02,5.48,5.84,7.9,7.14,9.75,8.99,4.72,4,4.48,4.11,5.5,6.48,8.07,6.64,9.53,9.18,
0,6.16,5.26,5.25,5.36,5.97,6.5,7.53,8.24,9.42,9.6,6.22,5.39,5.07,4.66,5.77,5.52,7.99,7.28,9.85,9.24,3.94,3.32,4.39,3.45,4.9,4.47,6.84,6.18,10.1,7.92,3.89,3.44,4.42,3.73,5.17,4.85,7.2,6.64,9.94,8.28,
0,6.32,4.79,5.58,5.44,6.84,5.63,6.44,8.2,8.62,8.94,6.07,4.64,5.38,3.85,6.62,5.72,6.5,7.63,8.88,8.81,3.55,2.78,4.4,3.12,5.1,3.11,7.52,6.95,9.5,8.5,3.82,2.54,4.03,3.23,5.2,4.53,7.94,6.47,10.08,8.76,
0,6.77,4.91,4.96,4.58,6.41,6.53,6.68,7.96,8.8,9.04,6.84,4.7,5.66,4.25,6.88,5.67,6.49,8.09,8.78,9.33,4.14,3.69,4.89,3.95,5.59,4.5,7.43,6.79,9.6,8.56,4.4,3.72,4.82,4.07,5.13,5.1,7.71,7.04,9.52,8.87,
0,6.1,5.41,5.5,4.38,6.23,6.06,6.89,8.14,8.51,9.29,6.18,4.92,5.38,3.9,6.26,5.74,7.04,7.62,8.24,8.86,3.58,2.93,4.36,3.34,5.1,4.16,7.68,7.06,9.53,8.11,3.8,2.54,3.89,3.32,5.4,5.03,7.78,6.43,9.98,8.6,
0,6.67,5.12,5.43,4.65,6.26,5.32,7.74,7.97,9.53,9.43,6.52,4.74,5.19,4.86,6.45,5.63,7.15,7.17,8.71,9.04,3.82,3.51,3.86,4.02,5.4,5.64,7.75,6.74,9.78,8.84,3.56,3.8,4.04,3.28,5.35,5.24,7.83,6.38,9.44,8.84,
0,6.11,5.26,4.72,4.92,6.37,6.08,6.97,8.49,9.43,10.4,6.75,5.54,4.74,4.19,5.69,5.87,6.89,7.81,8.68,9.79,4.28,3.67,4.38,3.84,5.62,4.74,6.65,6.47,10.07,7.86,4.11,3.69,4.53,4.79,5.34,5.2,7.12,6.55,9.41,9.03,
0,5.85,5.11,5.44,4.85,6.35,5.9,7.44,8.22,9.08,9.67,6.24,5.38,4.3,5.05,6.68,5.84,6.65,7.66,8.3,9.12,4.22,4.17,4.31,4.53,5.62,5.62,7.59,7.27,10.13,9.48,3.92,4.15,4.15,4.69,5.66,5.84,7.76,7.82,10.28,9.62,
0,6.94,4.65,5.28,4.34,6.03,5.03,6.64,8.71,8.79,9.76,6.36,4.72,5.49,4.53,6.27,6.27,6.96,9.5,9.21,9.84,3.85,3.38,4.69,4.73,6.15,5.89,7.64,7.24,8.49,8.31,3.09,3.42,4.85,4.03,5.45,5.03,6.99,6.99,8.76,8.48,
0,6.43,5.44,5.79,4.61,6.03,5.81,6.94,8.68,9.03,9.25,6.21,5.56,4.67,4.79,5.95,6.07,7.23,8.83,8.71,9.35,4.06,3.74,4.13,4.23,6.26,5.62,8.29,8.11,11.1,9.62,3.52,3.87,4.15,4.35,6.1,6.08,8.43,8.17,10.6,9.52,
0,7.24,5.03,5.77,4.95,7.06,6.26,7.31,7.69,9.24,9.14,6.27,5.1,5.25,4.76,6.93,6.07,7.39,8.62,9.25,9.49,3.61,3.48,4.6,3.89,5.47,5.33,7.07,6.88,9.51,8.68,3.53,3.71,4.11,3.8,5.57,5.61,7.65,6.83,9.53,9.05,
0,5.82,4.82,5.3,4.37,6.1,6.43,7.03,8.35,10.7,9.26,5.7,4.79,4.95,4.11,6.1,6.46,6.64,8.62,9.36,9.98,4.32,4.77,4.99,4.86,6.16,5.2,7.61,8.24,9.91,9.23,4.51,4.61,5.15,5.56,5.93,6.07,7.87,7.09,9.9,8.76,
0,6,4.47,5.18,4.13,5.67,5.29,6.27,7.99,8.38,8.61,5.98,4.73,5.49,4.12,5.54,5.13,6.26,7.85,7.5,8.74,3.73,3.87,5.15,4.39,6.13,5.42,7.51,6.87,9.64,9,4.2,3.72,4.56,4.32,5.99,5.59,7.56,7.17,10.1,8.72,
0,5.86,5.05,4.52,4.27,6.22,6.11,6.76,8.94,9.52,9.91,5.97,4.99,4.82,4.98,5.87,5.6,6.89,9,9.71,10.33,3.51,3.98,4.06,4.39,5.69,5.42,7.23,7.57,9.64,9.23,3.48,4.03,3.92,4.78,5.11,5.32,7.06,6.89,10.7,8.77,
0,6.63,6.34,5.22,5.29,6.56,6.98,6.96,9.06,8.57,10.4,6.41,6.31,5.09,5.78,6.41,6.19,7.03,9.18,8.48,10.2,3.81,4.02,4.28,4.73,5.52,5.42,7.27,7.48,9.92,8.95,4,3.95,4.47,4.73,5.45,5.81,7.06,7.63,9.99,9.49,
0,5.67,4.76,5.07,4.72,6.63,5.87,6.98,7.89,11.02,10.03,5.81,4.56,5.1,4.39,5.86,5.63,6.43,7.38,8.83,9.87,4.1,5.21,4.85,6.26,6.21,6.75,7.91,7.33,10.07,9.79,4,5.25,5.42,5.23,6.01,5.8,7.9,7.38,10.23,8.4,
0,6.43,5.54,5.14,4.59,6.67,5.77,7.02,8.21,9.03,8.26,5.96,5.59,5.21,4.93,6.78,5.91,6.68,8.49,8.51,8.86,3.43,3.78,4.63,4.58,5.61,5.73,7.62,7.61,9.81,8.61,3.74,3.64,4.35,4.98,5.87,5.77,7.78,7.59,10.14,8.73,
0,6.47,4.99,5.46,4.86,5.74,5.5,7.2,8.4,8.16,8.65,6.42,5.2,5.26,5.19,5.56,5.63,7.26,8.7,8.21,9.22,3.81,3.85,4.6,4.42,4.75,4.65,7.81,7.36,9.83,8.63,3.64,3.51,4.23,3.7,4.52,4.83,7.65,6.85,9.94,8.35,
0,6.12,4.93,4.83,4.11,6.56,6.56,6.58,8.97,8.25,9.77,6.04,4.84,4.86,4.35,6.26,6.17,6.99,8.99,8.51,9.68,4.15,3.99,4.59,4.15,5.64,5.46,7.69,7.56,9.72,8.55,4.19,4.16,4.55,4.63,5.54,5.3,7.61,7.07,9.78,8.42,
0,6.58,5.05,5.66,4.57,6.29,5.9,7.62,8.86,8.36,7.98,6.66,5.13,6.68,4.44,6.36,5.84,7.17,8.91,9.32,10.3,4.04,4.51,4.46,4.55,5.41,5.41,7.57,7.49,10.67,8.91,4.23,4.21,4.59,4.42,5.48,5.38,7.23,7.41,10.22,9.47,
0,7.05,5.29,5.35,5.48,6.55,6.21,7.15,9.18,9.26,10.1,6.61,5.31,5.22,4.74,6.53,5.93,7.32,8.98,9.47,10.2,3.93,3.94,4.68,4.14,5.51,4.72,7.57,7.45,9.87,8.92,3.7,3.72,4.76,4.15,5.8,5.31,7.76,7.18,9.89,9.91,
0,6.27,5.69,4.79,5,6.22,6.51,6.75,8.91,8.58,9.98,6.72,6.09,5.39,5.38,6.61,6.69,6.26,9.78,8.76,10.34,3.42,3.82,4.63,3.89,5.58,5.11,7.25,6.68,9.24,8.57,3.71,3.59,4.14,4.26,5.51,5.13,7.33,6.75,9.78,8.78,
0,6.84,5.34,5.28,4.69,6.51,5.97,6.99,8.69,8.95,9.75,6.31,5.36,5.48,5.11,6.49,5.91,7.09,8.53,8.58,9.46,3.34,3.25,4.04,4.04,5.6,5.43,6.93,6.62,9.22,7.93,3.32,3.34,4.18,3.99,5.33,4.86,7.11,6.33,9.26,8.08,
0,5.88,4.88,4.86,4.79,6.38,6.28,6.76,8.21,8.07,9.54,5.54,4.77,4.67,4.95,6.04,6.62,6.62,8.23,7.78,9.64,3.79,3.82,4.61,4.63,5.04,5.47,7.26,7.31,9.72,8.89,3.56,3.88,4.34,4.54,5.4,5.76,7.11,7.84,9.09,8.14,
